Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Current Value,Comparison Value
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,Avg Sales Cycle,Decrease,-6.56%,-4.125817412972893,58.78637770897833,62.91219512195122
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Total ARR,Increase,36.10%,2182310.66,8227602.3,6045291.64
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,# of Opps,Increase,35.31%,185.0,709.0,524.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,# of Won Opps,Decrease,-6.93%,-7.0,94.0,101.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Won ARR,Decrease,-18.25%,-259386.22999999998,1161865.7599999998,1421251.9899999998
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Avg Sales Price,Decrease,-12.16%,-1711.5278386349273,12360.274042553188,14071.801881188116
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Win Rate (Count),Decrease,-31.32%,-6.07134895303758,13.314447592067987,19.385796545105567
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Avg Sales Cycle,Decrease,-16.70%,-11.0505582473141,55.12765957446808,66.17821782178218
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Total ARR,Increase,13.59%,742198.79,6201697.66,5459498.87
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,# of Opps,Increase,6.92%,47.25,730.0,682.75
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,# of Won Opps,Decrease,-9.52%,-34.0,323.0,357.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Won ARR,Decrease,-0.05%,-1020.3600000001024,1977964.8299999998,1978985.19
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Avg Sales Price,Increase,9.26%,519.0522754257099,6123.730123839009,5604.677848413299
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Win Rate (Count),Decrease,-14.03%,-7.445846217048832,45.62146892655367,53.0673151436025
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Avg Sales Cycle,Decrease,-18.11%,-12.997397423588772,58.78637770897833,71.7837751325671
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Total ARR,Increase,41.93%,2430789.1550000003,8227602.3,5796813.145
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,# of Opps,Increase,40.81%,205.5,709.0,503.5
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,# of Won Opps,Decrease,-10.48%,-11.0,94.0,105.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Won ARR,Decrease,-2.10%,-24935.040000000037,1161865.7599999998,1186800.7999999998
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Avg Sales Price,Increase,9.53%,1075.8319589658604,12360.274042553188,11284.442083587328
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Win Rate (Count),Decrease,-36.49%,-7.648668163959803,13.314447592067987,20.96311575602779
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Avg Sales Cycle,Decrease,-18.94%,-12.88429856027291,55.12765957446808,68.011958134741
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Total ARR,Decrease,-1.19%,-73940.11000000034,6127757.55,6201697.66
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,# of Opps,Increase,0.82%,6.0,736.0,730.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,# of Won Opps,Decrease,-20.74%,-67.0,256.0,323.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Won ARR,Decrease,-21.50%,-425294.71999999974,1552670.11,1977964.8299999998
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Avg Sales Price,Decrease,-0.96%,-58.61250665150874,6065.1176171875,6123.730123839009
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Win Rate (Count),Decrease,-0.86%,-0.3917869477550795,45.22968197879859,45.62146892655367
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Avg Sales Cycle,Increase,3.13%,1.8425285410216716,60.62890625,58.78637770897833
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Total ARR,Decrease,-4.93%,-405916.14999999944,7821686.15,8227602.3
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,# of Opps,Decrease,-7.33%,-52.0,657.0,709.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,# of Won Opps,Increase,1.06%,1.0,95.0,94.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Won ARR,Decrease,-42.77%,-496908.1499999998,664957.61,1161865.7599999998
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Avg Sales Price,Decrease,-43.37%,-5360.720253079504,6999.553789473684,12360.274042553188
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Win Rate (Count),Increase,21.97%,2.9248686472482515,16.23931623931624,13.314447592067987
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Avg Sales Cycle,Increase,20.58%,11.346024636058232,66.47368421052632,55.12765957446808
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Total ARR,Increase,20.71%,1051301.4900000002,6127757.55,5076456.06
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,# of Opps,Increase,9.85%,66.0,736.0,670.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,# of Won Opps,Decrease,-31.73%,-119.0,256.0,375.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Won ARR,Decrease,-22.51%,-451075.09999999986,1552670.11,2003745.21
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Avg Sales Price,Increase,13.51%,721.7970571875003,6065.1176171875,5343.32056
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Win Rate (Count),Decrease,-19.91%,-11.246221635659246,45.22968197879859,56.475903614457835
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Avg Sales Cycle,Decrease,-9.52%,-6.3817604166666655,60.62890625,67.01066666666667
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Total ARR,Increase,30.57%,1831427.1100000003,7821686.15,5990259.04
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,# of Opps,Increase,31.93%,159.0,657.0,498.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,# of Won Opps,Decrease,-10.38%,-11.0,95.0,106.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Won ARR,Decrease,-39.05%,-426119.80999999994,664957.61,1091077.42
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Avg Sales Price,Decrease,-32.00%,-3293.629418073484,6999.553789473684,10293.183207547168
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Win Rate (Count),Decrease,-23.86%,-5.08865156752481,16.23931623931624,21.32796780684105
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Avg Sales Cycle,Increase,2.25%,1.4642502482621609,66.47368421052632,65.00943396226415
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Total ARR,Increase,6.42%,369915.4325000001,6127757.55,5757842.1175
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,# of Opps,Increase,6.09%,42.25,736.0,693.75
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,# of Won Opps,Decrease,-23.64%,-79.25,256.0,335.25
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Won ARR,Decrease,-20.73%,-406123.0574999999,1552670.11,1958793.1675
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Avg Sales Price,Increase,3.14%,184.83218903396119,6065.1176171875,5880.285428153539
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Win Rate (Count),Decrease,-8.36%,-4.1250062961473475,45.22968197879859,49.354688274945936
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Avg Sales Cycle,Decrease,-14.31%,-10.123414529323867,60.62890625,70.75232077932387
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Total ARR,Increase,23.32%,1479295.3400000008,7821686.15,6342390.81
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,# of Opps,Increase,19.51%,107.25,657.0,549.75
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,# of Won Opps,Decrease,-7.99%,-8.25,95.0,103.25
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Won ARR,Decrease,-40.73%,-456996.63249999995,664957.61,1121954.2425
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Avg Sales Price,Decrease,-35.53%,-3857.0063344549126,6999.553789473684,10856.560123928597
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Win Rate (Count),Decrease,-16.49%,-3.205962278452155,16.23931623931624,19.445278517768394
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Avg Sales Cycle,Increase,1.88%,1.2243656376138432,66.47368421052632,65.24931857291247
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Total ARR,Increase,11.12%,681274.1000000006,6809031.65,6127757.55
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,# of Opps,Decrease,-45.92%,-338.0,398.0,736.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,# of Won Opps,Decrease,-100.00%,-256.0,0.0,256.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Won ARR,Decrease,-100.00%,-1552670.11,0.0,1552670.11
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Avg Sales Price,Decrease,-100.00%,-6065.1176171875,0.0,6065.1176171875
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Win Rate (Count),Decrease,-100.00%,-45.22968197879859,0.0,45.22968197879859
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,60.62890625
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Total ARR,Increase,30.93%,2419026.0,10240712.15,7821686.15
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,# of Opps,Decrease,-28.92%,-190.0,467.0,657.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,# of Won Opps,Decrease,-100.00%,-95.0,0.0,95.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Won ARR,Decrease,-100.00%,-664957.61,0.0,664957.61
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Avg Sales Price,Decrease,-100.00%,-6999.553789473684,0.0,6999.553789473684
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Win Rate (Count),Decrease,-100.00%,-16.23931623931624,0.0,16.23931623931624
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,66.47368421052632
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Total ARR,Increase,6.90%,439232.95999999996,6809031.65,6369798.69
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,# of Opps,Decrease,-45.03%,-326.0,398.0,724.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,# of Won Opps,Decrease,-100.00%,-357.0,0.0,357.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Won ARR,Decrease,-100.00%,-2041399.3900000001,0.0,2041399.3900000001
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Avg Sales Price,Decrease,-100.00%,-5718.2055742296925,0.0,5718.2055742296925
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Win Rate (Count),Decrease,-100.00%,-50.210970464135016,0.0,50.210970464135016
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,79.75070028011204
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Total ARR,Increase,86.96%,4763242.24,10240712.15,5477469.91
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,# of Opps,Decrease,-7.52%,-38.0,467.0,505.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,# of Won Opps,Decrease,-100.00%,-99.0,0.0,99.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Won ARR,Decrease,-100.00%,-879275.1,0.0,879275.1
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Avg Sales Price,Decrease,-100.00%,-8881.566666666666,0.0,8881.566666666666
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Win Rate (Count),Decrease,-100.00%,-19.681908548707753,0.0,19.681908548707753
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,64.4040404040404
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Total ARR,Increase,13.09%,788364.1600000001,6809031.65,6020667.49
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,# of Opps,Decrease,-43.96%,-312.25,398.0,710.25
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,# of Won Opps,Decrease,-100.00%,-305.5,0.0,305.5
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Won ARR,Decrease,-100.00%,-1846024.3925,0.0,1846024.3925
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Avg Sales Price,Decrease,-100.00%,-6060.7346924504145,0.0,6060.7346924504145
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Win Rate (Count),Decrease,-100.00%,-46.54313286603112,0.0,46.54313286603112
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,69.15688067515721
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Total ARR,Increase,50.59%,3440464.5625,10240712.15,6800247.5875
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,# of Opps,Decrease,-20.78%,-122.5,467.0,589.5
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,# of Won Opps,Decrease,-100.00%,-100.5,0.0,100.5
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Won ARR,Decrease,-100.00%,-1015424.2899999998,0.0,1015424.2899999998
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Avg Sales Price,Decrease,-100.00%,-10033.152769410226,0.0,10033.152769410226
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Win Rate (Count),Decrease,-100.00%,-18.173115625887192,0.0,18.173115625887192
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,65.615381134978
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Total ARR,Decrease,-42.03%,-2861540.8800000004,3947490.77,6809031.65
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,# of Opps,Decrease,-78.64%,-313.0,85.0,398.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Total ARR,Decrease,-67.58%,-6920739.03,3319973.12,10240712.15
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,# of Opps,Decrease,-81.37%,-380.0,87.0,467.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Total ARR,Decrease,-26.67%,-1435925.2899999996,3947490.77,5383416.06
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,# of Opps,Decrease,-86.94%,-566.0,85.0,651.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,# of Won Opps,Decrease,-100.00%,-286.0,0.0,286.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Won ARR,Decrease,-100.00%,-1812063.24,0.0,1812063.24
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Avg Sales Price,Decrease,-100.00%,-6335.885454545454,0.0,6335.885454545454
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Win Rate (Count),Decrease,-100.00%,-45.110410094637224,0.0,45.110410094637224
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,77.46153846153847
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Total ARR,Decrease,-41.49%,-2354258.87,3319973.12,5674231.99
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,# of Opps,Decrease,-82.14%,-400.0,87.0,487.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,# of Won Opps,Decrease,-100.00%,-114.0,0.0,114.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Won ARR,Decrease,-100.00%,-1355598.6899999997,0.0,1355598.6899999997
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Avg Sales Price,Decrease,-100.00%,-11891.216578947366,0.0,11891.216578947366
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Win Rate (Count),Decrease,-100.00%,-23.456790123456788,0.0,23.456790123456788
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,76.45614035087719
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Total ARR,Decrease,-35.61%,-2182984.9600000004,3947490.77,6130475.73
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,# of Opps,Decrease,-86.48%,-543.75,85.0,628.75
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,# of Won Opps,Decrease,-100.00%,-216.25,0.0,216.25
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Won ARR,Decrease,-100.00%,-1335674.545,0.0,1335674.545
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Avg Sales Price,Decrease,-100.00%,-4631.183298892991,0.0,4631.183298892991
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Win Rate (Count),Decrease,-100.00%,-33.99039024999737,0.0,33.99039024999737
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,65.6256074735056
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Total ARR,Decrease,-58.45%,-4671085.027499999,3319973.12,7991058.147499999
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,# of Opps,Decrease,-85.00%,-493.0,87.0,580.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,# of Won Opps,Decrease,-100.00%,-75.75,0.0,75.75
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Won ARR,Decrease,-100.00%,-795605.5149999998,0.0,795605.5149999998
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Avg Sales Price,Decrease,-100.00%,-7812.76110274356,0.0,7812.76110274356
