Quarter,Comparison,Group,Metric,% Change,Abs Change,Type
FY2027Q1,vs Prev Q (FY2026Q4),By Segment: Mid Market,Total ARR,-46.98%,"-50,780.84",Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment: Mid Market,# of Opps,-76.92%,-10.00,Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment: SMB,Total ARR,-93.04%,"-165,686.00",Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment: SMB,# of Opps,-90.91%,-10.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: Enterprise,Total ARR,-73.58%,"-4,641,812.71",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: Enterprise,# of Opps,-97.13%,-406.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: Enterprise,# of Won Opps,-100.00%,-104.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: Enterprise,Avg Sales Price,-100.00%,"-11,251.42",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: Enterprise,Win Rate (Count),-100.00%,-25.87,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: Mid Market,Total ARR,-98.65%,"-4,179,562.88",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: Mid Market,# of Opps,-99.25%,-397.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: Mid Market,# of Won Opps,-100.00%,-119.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: Mid Market,Avg Sales Price,-100.00%,"-8,766.11",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: Mid Market,Win Rate (Count),-100.00%,-30.28,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: SMB,Total ARR,-99.68%,"-3,860,133.71",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: SMB,# of Opps,-99.84%,-616.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: SMB,# of Won Opps,-100.00%,-193.00,Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: SMB,Avg Sales Price,-100.00%,"-4,789.37",Drop/Decrease
FY2027Q1,vs Prev Year (FY2026Q1),By Segment: SMB,Win Rate (Count),-100.00%,-31.33,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: Enterprise,Total ARR,-75.98%,"-5,272,845.82",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: Enterprise,# of Opps,-96.05%,-291.75,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: Enterprise,# of Won Opps,-100.00%,-47.00,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: Enterprise,Avg Sales Price,-100.00%,"-4,702.23",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: Enterprise,Win Rate (Count),-100.00%,-16.42,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: Mid Market,Total ARR,-98.03%,"-2,857,621.72",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: Mid Market,# of Opps,-98.82%,-251.75,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: Mid Market,# of Won Opps,-100.00%,-50.25,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: Mid Market,Avg Sales Price,-100.00%,"-4,126.91",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: Mid Market,Win Rate (Count),-100.00%,-14.14,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: SMB,Total ARR,-99.56%,"-2,786,026.21",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: SMB,# of Opps,-99.72%,-362.25,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: SMB,# of Won Opps,-100.00%,-83.25,Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: SMB,Avg Sales Price,-100.00%,"-2,408.42",Drop/Decrease
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment: SMB,Win Rate (Count),-100.00%,-15.46,Drop/Decrease
FY2027Q2,vs Prev Q (FY2027Q1),By Segment: Enterprise,Total ARR,-90.65%,"-1,511,210.86",Drop/Decrease
FY2027Q2,vs Prev Q (FY2027Q1),By Segment: Enterprise,# of Opps,-83.33%,-10.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: Enterprise,Total ARR,-96.87%,"-4,832,814.13",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: Enterprise,# of Opps,-99.36%,-310.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: Enterprise,# of Won Opps,-100.00%,-84.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: Enterprise,Avg Sales Price,-100.00%,"-7,557.48",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: Enterprise,Win Rate (Count),-100.00%,-39.81,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: Mid Market,Total ARR,-98.36%,"-4,495,777.34",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: Mid Market,# of Opps,-99.52%,-418.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: Mid Market,# of Won Opps,-100.00%,-82.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: Mid Market,Avg Sales Price,-100.00%,"-7,741.54",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: Mid Market,Win Rate (Count),-100.00%,-26.28,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: SMB,Total ARR,-99.88%,"-4,219,221.00",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: SMB,# of Opps,-99.83%,-597.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: SMB,# of Won Opps,-100.00%,-140.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: SMB,Avg Sales Price,-100.00%,"-4,844.29",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment: SMB,Win Rate (Count),-100.00%,-30.50,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: Enterprise,Total ARR,-97.30%,"-5,623,603.50",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: Enterprise,# of Opps,-99.01%,-200.25,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: Enterprise,# of Won Opps,-100.00%,-21.00,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: Enterprise,Avg Sales Price,-100.00%,"-1,889.37",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: Enterprise,Win Rate (Count),-100.00%,-9.95,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: Mid Market,Total ARR,-95.99%,"-1,795,041.00",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: Mid Market,# of Opps,-98.71%,-153.50,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: Mid Market,# of Won Opps,-100.00%,-20.50,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: Mid Market,Avg Sales Price,-100.00%,"-1,935.39",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: Mid Market,Win Rate (Count),-100.00%,-6.57,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: SMB,Total ARR,-99.73%,"-1,828,388.78",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: SMB,# of Opps,-99.52%,-208.25,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: SMB,# of Won Opps,-100.00%,-35.00,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: SMB,Avg Sales Price,-100.00%,"-1,211.07",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment: SMB,Win Rate (Count),-100.00%,-7.63,Drop/Decrease
FY2027Q3,vs Prev Q (FY2027Q2),By Segment: Enterprise,Total ARR,-63.08%,"-98,355.08",Drop/Decrease
FY2027Q3,vs Prev Year (FY2026Q3),By Segment: Enterprise,Total ARR,-99.54%,"-12,346,126.51",Drop/Decrease
FY2027Q3,vs Prev Year (FY2026Q3),By Segment: Enterprise,# of Opps,-99.52%,-414.00,Drop/Decrease
FY2027Q3,vs Prev Year (FY2026Q3),By Segment: SMB,Total ARR,-99.94%,"-2,917,062.12",Drop/Decrease
FY2027Q3,vs Prev Year (FY2026Q3),By Segment: SMB,# of Opps,-99.56%,-226.00,Drop/Decrease
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Segment: Enterprise,Total ARR,-98.74%,"-4,513,755.05",Drop/Decrease
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Segment: Enterprise,# of Opps,-98.40%,-122.75,Drop/Decrease
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Segment: SMB,Total ARR,-99.77%,"-776,789.53",Drop/Decrease
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Segment: SMB,# of Opps,-98.33%,-59.00,Drop/Decrease
FY2027Q4,vs Prev Year (FY2026Q4),By Segment: Mid Market,Total ARR,-93.49%,"-101,042.76",Drop/Decrease
FY2027Q4,vs Prev Year (FY2026Q4),By Segment: Mid Market,# of Opps,-84.62%,-11.00,Drop/Decrease
FY2028Q1,vs Prev Year (FY2027Q1),By Segment: Enterprise,Total ARR,-99.58%,"-1,660,132.14",Drop/Decrease
FY2028Q1,vs Prev Year (FY2027Q1),By Segment: Enterprise,# of Opps,-91.67%,-11.00,Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-40.53%,"-1,312,202.42",Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-30.12%,-100.00,Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,22.60%,"1,409.35",Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),35.10%,16.27,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,45.49%,26.86,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,37.14%,13.00,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),68.94%,7.10,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,60.95%,35.53,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),19.83%,9.91,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,44.40%,22.42,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,Total ARR,-34.48%,"-844,168.06",Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,# of Opps,-29.75%,-94.00,Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-20.83%,-10.00,Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-29.76%,"-2,557.88",Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,21.38%,14.27,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),10.92%,6.07,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,37.09%,9.23,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - New Business,Total ARR,-53.67%,"-1,355,861.79",Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - New Business,# of Opps,-70.08%,-452.00,Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - New Business,# of Won Opps,-54.29%,-57.00,Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),53.57%,8.72,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,43.65%,16.65,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Serve - Expansion,Win Rate (Count),0.00%,33.33,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Serve - New Business,Total ARR,-61.09%,"-58,346.40",Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Serve - New Business,# of Opps,-62.96%,-17.00,Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Serve - New Business,Win Rate (Count),0.00%,11.11,Increase
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Service - New Business,Total ARR,-41.46%,"-55,089.16",Drop/Decrease
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),0.00%,23.08,Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,37.29%,"717,962.96",Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,37.50%,87.00,Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,25.69%,37.00,Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-8.51%,-5.33,Drop/Decrease
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,-12.06%,-10.36,Drop/Decrease
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-37.50%,-18.00,Drop/Decrease
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),-33.91%,-5.90,Drop/Decrease
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,15.66%,14.69,Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,26.62%,37.00,Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,-19.93%,-14.53,Drop/Decrease
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Mid Market - New Business,Total ARR,29.60%,"474,782.52",Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,94.93%,"5,732.35",Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,Total ARR,39.44%,"257,770.84",Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,# of Opps,37.18%,58.00,Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,30.53%,29.00,Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,50.89%,17.37,Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,36.64%,"1,964.94",Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-22.39%,-5.60,Drop/Decrease
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,-19.42%,-10.64,Drop/Decrease
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Serve - New Business,# of Opps,-70.00%,-7.00,Drop/Decrease
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Serve - New Business,Avg Sales Price,-100.00%,"-3,158.40",Drop/Decrease
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Serve - New Business,Win Rate (Count),-100.00%,-11.11,Drop/Decrease
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),0.00%,100.00,Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,# of Won Opps,166.67%,5.00,Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,-47.98%,"-1,059.35",Drop/Decrease
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),131.11%,30.26,Increase
FY2024Q3,vs Prev Q (FY2024Q2),By Segment & Bookings Type: Self Service - New Business,Avg Sales Cycle,-44.55%,-17.38,Drop/Decrease
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,38.85%,"2,430.27",Increase
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Enterprise - New Business,Total ARR,-28.65%,"-989,869.93",Drop/Decrease
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Enterprise - New Business,# of Opps,-32.95%,-86.00,Drop/Decrease
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-20.00%,-6.00,Drop/Decrease
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,66.87%,"7,429.08",Increase
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-30.11%,-53.00,Drop/Decrease
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-14.76%,-9.55,Drop/Decrease
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,16.47%,9.62,Increase
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-21.21%,-7.00,Drop/Decrease
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: SMB - New Business,# of Won Opps,30.77%,12.00,Increase
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),44.42%,8.62,Increase
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Self Service - New Business,Total ARR,310.61%,"144,095.78",Increase
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Self Service - New Business,# of Opps,-47.06%,-8.00,Drop/Decrease
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Self Service - New Business,# of Won Opps,-100.00%,-8.00,Drop/Decrease
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,-100.00%,"-1,148.75",Drop/Decrease
FY2024Q4,vs Prev Q (FY2024Q3),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),-100.00%,-53.33,Drop/Decrease
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,-27.29%,"-2,370.31",Drop/Decrease
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,-15.55%,-13.08,Drop/Decrease
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,25.00%,6.00,Increase
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,37.74%,"6,996.72",Increase
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,-34.31%,-40.53,Drop/Decrease
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,-14.22%,-12.72,Drop/Decrease
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: SMB - Expansion,Total ARR,-25.61%,"-261,605.40",Drop/Decrease
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),11.31%,6.65,Increase
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: SMB - New Business,# of Won Opps,-21.57%,-11.00,Drop/Decrease
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,31.99%,13.72,Increase
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: Self Service - New Business,Total ARR,-78.49%,"-149,519.58",Drop/Decrease
FY2025Q1,vs Prev Q (FY2024Q4),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),0.00%,80.00,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-20.48%,-68.00,Drop/Decrease
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),28.15%,13.05,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,20.35%,12.02,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,Total ARR,-26.34%,"-998,930.49",Drop/Decrease
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,# of Opps,-43.99%,-150.00,Drop/Decrease
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,80.39%,"11,380.14",Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),52.58%,5.41,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,33.14%,19.31,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),15.15%,7.58,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,34.89%,17.62,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,Total ARR,-26.04%,"-637,603.08",Drop/Decrease
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,# of Opps,-45.57%,-144.00,Drop/Decrease
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-43.75%,-21.00,Drop/Decrease
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,46.33%,"3,983.00",Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,15.04%,10.03,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),17.60%,9.79,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,87.50%,21.78,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: SMB - New Business,Total ARR,-44.57%,"-1,126,076.86",Drop/Decrease
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: SMB - New Business,# of Opps,-76.12%,-491.00,Drop/Decrease
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: SMB - New Business,# of Won Opps,-61.90%,-65.00,Drop/Decrease
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,67.21%,"3,030.92",Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),60.60%,9.86,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,48.46%,18.48,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),0.00%,100.00,Increase
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Self Service - New Business,Total ARR,-69.17%,"-91,895.06",Drop/Decrease
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Self Service - New Business,# of Opps,-53.33%,-8.00,Drop/Decrease
FY2025Q1,vs Prev Year (FY2024Q1),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),0.00%,80.00,Increase
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: Enterprise - New Business,# of Opps,-27.45%,-72.25,Drop/Decrease
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,78.03%,"11,192.12",Increase
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,-18.04%,-17.08,Drop/Decrease
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: Mid Market - New Business,# of Opps,-28.03%,-67.00,Drop/Decrease
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-25.52%,-9.25,Drop/Decrease
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,31.58%,"3,019.26",Increase
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),11.41%,6.70,Increase
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,15.33%,6.20,Increase
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: SMB - New Business,# of Opps,-49.55%,-151.25,Drop/Decrease
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: SMB - New Business,# of Won Opps,-34.16%,-20.75,Drop/Decrease
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: SMB - New Business,Avg Sales Price,23.11%,"1,415.57",Increase
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,25.84%,11.63,Increase
