Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Metric Type,Current Value,Comparison Value
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-100.00%,-7610358.31,ARR,0.0,7610358.31
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: Expansion,# of Pipegen Opps,Drop/Decrease,-100.00%,-911.0,Count,0.0,911.0
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: New Business,Total ARR,Drop/Decrease,-9.78%,-615174.6799999997,ARR,5674231.99,6289406.67
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: New Business,# of Opps,Drop/Decrease,-14.26%,-81.0,Count,487.0,568.0
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: New Business,# of Won Opps,Increase,12.87%,13.0,Count,114.0,101.0
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: New Business,Won ARR,Increase,20.51%,230697.96999999997,ARR,1355598.69,1124900.72
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: New Business,Avg Sales Price,Increase,6.77%,753.5856878582581,Currency,11891.216578947367,11137.63089108911
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: New Business,Win Rate (Count),Increase,30.99%,5.54898870501707,Percentage,23.456790123456788,17.907801418439718
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: New Business,Avg Sales Cycle,Increase,5.08%,3.6937641132534225,Days,76.45614035087719,72.76237623762377
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: New Business,Pipegen ARR,Drop/Decrease,-100.00%,-7853675.21,ARR,0.0,7853675.21
FY2025Q4,vs Prev Year (FY2024Q4),By Bookings Type: New Business,# of Pipegen Opps,Drop/Decrease,-100.00%,-581.0,Count,0.0,581.0
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: Expansion,Total ARR,Drop/Decrease,-2.15%,-118240.87250000052,ARR,5383416.06,5501656.9325
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: Expansion,# of Opps,Drop/Decrease,-6.09%,-42.25,Count,651.0,693.25
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-25.52%,-98.0,Count,286.0,384.0
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: Expansion,Won ARR,Drop/Decrease,-15.44%,-330908.26,ARR,1812063.24,2142971.5
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: Expansion,Avg Sales Price,Increase,13.41%,749.1837413421235,Currency,6335.885454545454,5586.701713203331
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-19.99%,-11.271895117898566,Percentage,45.110410094637224,56.38230521253579
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: Expansion,Avg Sales Cycle,Increase,10.61%,7.4276657108534465,Days,77.46153846153847,70.03387275068502
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-100.00%,-1902589.5775,ARR,0.0,1902589.5775
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: Expansion,# of Pipegen Opps,Drop/Decrease,-100.00%,-227.75,Count,0.0,227.75
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: New Business,Total ARR,Drop/Decrease,-4.64%,-276374.82499999925,ARR,5674231.99,5950606.8149999995
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: New Business,# of Opps,Drop/Decrease,-7.02%,-36.75,Count,487.0,523.75
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: New Business,# of Won Opps,Increase,12.04%,12.25,Count,114.0,101.75
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: New Business,Won ARR,Increase,20.06%,226472.38250000007,ARR,1355598.69,1129126.3074999999
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: New Business,Avg Sales Price,Increase,7.17%,795.1709173246018,Currency,11891.216578947367,11096.045661622766
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: New Business,Win Rate (Count),Increase,19.83%,3.880921543683268,Percentage,23.456790123456788,19.57586857977352
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: New Business,Avg Sales Cycle,Increase,13.96%,9.367623244449561,Days,76.45614035087719,67.08851710642763
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: New Business,Pipegen ARR,Drop/Decrease,-100.00%,-1963418.8025,ARR,0.0,1963418.8025
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Bookings Type: New Business,# of Pipegen Opps,Drop/Decrease,-100.00%,-145.25,Count,0.0,145.25
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: Expansion,Total ARR,Increase,15.20%,818281.6000000006,ARR,6201697.66,5383416.06
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: Expansion,# of Opps,Increase,12.14%,79.0,Count,730.0,651.0
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: Expansion,# of Won Opps,Increase,12.94%,37.0,Count,323.0,286.0
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: Expansion,Won ARR,Increase,9.16%,165901.59000000008,ARR,1977964.83,1812063.24
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-3.35%,-212.15533070644506,Currency,6123.730123839009,6335.885454545454
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: Expansion,Win Rate (Count),Increase,1.13%,0.5110588319164435,Percentage,45.62146892655367,45.110410094637224
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: Expansion,Avg Sales Cycle,Drop/Decrease,-24.11%,-18.67516075256014,Days,58.78637770897833,77.46153846153847
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: New Business,Total ARR,Increase,45.00%,2553370.3099999996,ARR,8227602.3,5674231.99
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: New Business,# of Opps,Increase,45.59%,222.0,Count,709.0,487.0
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-17.54%,-20.0,Count,94.0,114.0
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: New Business,Won ARR,Drop/Decrease,-14.29%,-193732.92999999993,ARR,1161865.76,1355598.69
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: New Business,Avg Sales Price,Increase,3.94%,469.0574636058245,Currency,12360.274042553192,11891.216578947367
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-43.24%,-10.1423425313888,Percentage,13.314447592067987,23.456790123456788
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-27.90%,-21.32848077640911,Days,55.12765957446808,76.45614035087719
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q1,vs Prev Q (FY2025Q4),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,Total ARR,Increase,23.83%,1193373.87,ARR,6201697.66,5008323.79
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,# of Opps,Increase,6.26%,43.0,Count,730.0,687.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-21.22%,-87.0,Count,323.0,410.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-3.92%,-80768.09000000008,ARR,1977964.83,2058732.9200000002
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,Avg Sales Price,Increase,21.96%,1102.43031896096,Currency,6123.730123839009,5021.299804878049
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-24.56%,-14.85050747462627,Percentage,45.62146892655367,60.47197640117994
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,Avg Sales Cycle,Drop/Decrease,-6.56%,-4.125817412972893,Days,58.78637770897833,62.91219512195122
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Total ARR,Increase,36.10%,2182310.66,ARR,8227602.3,6045291.64
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,# of Opps,Increase,35.31%,185.0,Count,709.0,524.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-6.93%,-7.0,Count,94.0,101.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Won ARR,Drop/Decrease,-18.25%,-259386.22999999998,ARR,1161865.76,1421251.99
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-12.16%,-1711.5278386349273,Currency,12360.274042553192,14071.80188118812
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-31.32%,-6.07134895303758,Percentage,13.314447592067987,19.385796545105567
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-16.70%,-11.0505582473141,Days,55.12765957446808,66.17821782178218
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q1,vs Prev Year (FY2025Q1),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Total ARR,Increase,13.59%,742199.0100000007,ARR,6201697.66,5459498.649999999
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,# of Opps,Increase,6.84%,46.75,Count,730.0,683.25
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-9.52%,-34.0,Count,323.0,357.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Won ARR,Drop/Decrease,-0.05%,-1020.3599999998696,ARR,1977964.83,1978985.19
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Avg Sales Price,Increase,9.26%,519.0522754257099,Currency,6123.730123839009,5604.677848413299
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-14.03%,-7.445846217048832,Percentage,45.62146892655367,53.0673151436025
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Avg Sales Cycle,Drop/Decrease,-18.11%,-12.997397423588772,Days,58.78637770897833,71.7837751325671
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Total ARR,Increase,41.93%,2430789.1550000003,ARR,8227602.3,5796813.145
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,# of Opps,Increase,40.81%,205.5,Count,709.0,503.5
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-10.48%,-11.0,Count,94.0,105.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Won ARR,Drop/Decrease,-2.10%,-24935.040000000037,ARR,1161865.76,1186800.8
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Avg Sales Price,Increase,9.53%,1075.8319589658622,Currency,12360.274042553192,11284.44208358733
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-36.49%,-7.648668163959803,Percentage,13.314447592067987,20.96311575602779
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-18.94%,-12.88429856027291,Days,55.12765957446808,68.011958134741
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Total ARR,Increase,0.80%,49798.0,ARR,6251495.66,6201697.66
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-1.78%,-13.0,Count,717.0,730.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-31.27%,-101.0,Count,222.0,323.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-31.72%,-627468.6599999999,ARR,1350496.1700000002,1977964.83
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-0.66%,-40.414042757927746,Currency,6083.316081081081,6123.730123839009
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-0.28%,-0.12966564786514567,Percentage,45.49180327868852,45.62146892655367
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Avg Sales Cycle,Increase,2.49%,1.4613700387694166,Days,60.247747747747745,58.78637770897833
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Total ARR,Drop/Decrease,-8.55%,-703178.71,ARR,7524423.59,8227602.3
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,# of Opps,Drop/Decrease,-13.26%,-94.0,Count,615.0,709.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-9.57%,-9.0,Count,85.0,94.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Won ARR,Drop/Decrease,-48.56%,-564166.1100000001,ARR,597699.6499999999,1161865.76
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-43.11%,-5328.513454317899,Currency,7031.760588235293,12360.274042553192
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Win Rate (Count),Increase,28.97%,3.8572695796491825,Percentage,17.17171717171717,13.314447592067987
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Avg Sales Cycle,Increase,26.27%,14.484105131414267,Days,69.61176470588235,55.12765957446808
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q2,vs Prev Q (FY2026Q1),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Total ARR,Increase,23.15%,1175039.6000000006,ARR,6251495.66,5076456.06
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,# of Opps,Increase,7.01%,47.0,Count,717.0,670.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-40.80%,-153.0,Count,222.0,375.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-32.60%,-653249.0399999998,ARR,1350496.1700000002,2003745.21
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Avg Sales Price,Increase,13.85%,739.9955210810813,Currency,6083.316081081081,5343.32056
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-19.45%,-10.984100335769313,Percentage,45.49180327868852,56.475903614457835
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Avg Sales Cycle,Drop/Decrease,-10.09%,-6.7629189189189205,Days,60.247747747747745,67.01066666666667
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Total ARR,Increase,25.61%,1534164.5499999998,ARR,7524423.59,5990259.04
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,# of Opps,Increase,23.49%,117.0,Count,615.0,498.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-19.81%,-21.0,Count,85.0,106.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Won ARR,Drop/Decrease,-45.22%,-493377.77,ARR,597699.6499999999,1091077.42
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-31.69%,-3261.4226193118757,Currency,7031.760588235293,10293.183207547168
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-19.49%,-4.156250635123879,Percentage,17.17171717171717,21.32796780684105
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Avg Sales Cycle,Increase,7.08%,4.602330743618197,Days,69.61176470588235,65.00943396226415
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q2,vs Prev Year (FY2025Q2),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Total ARR,Increase,8.57%,493653.54250000045,ARR,6251495.66,5757842.1175
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,# of Opps,Increase,3.31%,23.0,Count,717.0,694.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-33.78%,-113.25,Count,222.0,335.25
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Won ARR,Drop/Decrease,-31.05%,-608296.9974999998,ARR,1350496.1700000002,1958793.1675
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Avg Sales Price,Increase,3.45%,203.03065292754218,Currency,6083.316081081081,5880.285428153539
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-7.83%,-3.8628849962574137,Percentage,45.49180327868852,49.354688274945936
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Avg Sales Cycle,Drop/Decrease,-14.85%,-10.504573031576122,Days,60.247747747747745,70.75232077932387
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Total ARR,Increase,18.64%,1182032.7800000003,ARR,7524423.59,6342390.81
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,# of Opps,Increase,11.87%,65.25,Count,615.0,549.75
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-17.68%,-18.25,Count,85.0,103.25
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Won ARR,Drop/Decrease,-46.73%,-524254.5925,ARR,597699.6499999999,1121954.2425
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-35.23%,-3824.7995356933043,Currency,7031.760588235293,10856.560123928597
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-11.69%,-2.273561346051224,Percentage,17.17171717171717,19.445278517768394
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Avg Sales Cycle,Increase,6.69%,4.362446132969879,Days,69.61176470588235,65.24931857291247
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Total ARR,Increase,4.12%,257421.47999999952,ARR,6508917.14,6251495.66
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-50.77%,-364.0,Count,353.0,717.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-100.00%,-222.0,Count,0.0,222.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-100.00%,-1350496.1700000002,ARR,0.0,1350496.1700000002
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-6083.316081081081,Currency,0.0,6083.316081081081
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-45.49180327868852,Percentage,0.0,45.49180327868852
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,60.247747747747745
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Total ARR,Increase,49.27%,3707038.2300000004,ARR,11231461.82,7524423.59
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,# of Opps,Drop/Decrease,-22.93%,-141.0,Count,474.0,615.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-100.00%,-85.0,Count,0.0,85.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Won ARR,Drop/Decrease,-100.00%,-597699.6499999999,ARR,0.0,597699.6499999999
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-100.00%,-7031.760588235293,Currency,0.0,7031.760588235293
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-100.00%,-17.17171717171717,Percentage,0.0,17.17171717171717
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,Days,,69.61176470588235
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q3,vs Prev Q (FY2026Q2),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Total ARR,Increase,2.18%,139118.44999999925,ARR,6508917.14,6369798.69
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-51.31%,-372.0,Count,353.0,725.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-100.00%,-357.0,Count,0.0,357.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-100.00%,-2041399.39,ARR,0.0,2041399.39
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-5718.205574229692,Currency,0.0,5718.205574229692
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-50.210970464135016,Percentage,0.0,50.210970464135016
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,79.75070028011204
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Total ARR,Increase,105.05%,5753991.91,ARR,11231461.82,5477469.91
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,# of Opps,Drop/Decrease,-6.14%,-31.0,Count,474.0,505.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-100.00%,-99.0,Count,0.0,99.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Won ARR,Drop/Decrease,-100.00%,-879275.1,ARR,0.0,879275.1
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-100.00%,-8881.566666666666,Currency,0.0,8881.566666666666
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-100.00%,-19.681908548707753,Percentage,0.0,19.681908548707753
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,Days,,64.4040404040404
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q3,vs Prev Year (FY2025Q3),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
