Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Metric Type
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Increase,38.89%,535413.6700000002,ARR
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Increase,27.53%,140933.1000000001,ARR
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,Drop/Decrease,-16.87%,-12.771686159844052,Days
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,Increase,28.07%,1430.9090362457082,Currency
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,61.55%,885733.1875,ARR
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - New Business,Won ARR,Increase,42.13%,115696.1275,ARR
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - New Business,# of Opps,Increase,37.36%,49.5,Count
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-24.00%,-6.0,Count
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),Drop/Decrease,-45.59%,-8.843878558655133,Percentage
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Increase,84.70%,9420.540132062917,Currency
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - Expansion,Total ARR,Increase,56.81%,581390.9949999999,ARR
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - Expansion,# of Opps,Increase,28.78%,65.25,Count
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Drop/Decrease,-16.85%,-9.051762048811796,Percentage
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,Drop/Decrease,-32.44%,-18.949819793838877,Days
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - New Business,Total ARR,Increase,49.17%,747515.2525,ARR
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - New Business,# of Opps,Increase,50.64%,109.25,Count
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Drop/Decrease,-26.16%,-6.868547437117083,Percentage
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,Drop/Decrease,-28.29%,-13.796647275744284,Days
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-50.0,Percentage
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-32.5,Percentage
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-1900.485,Currency
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-36.13%,-291595.2600000001,ARR
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Increase,27.94%,12.723162079987517,Percentage
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,Drop/Decrease,-20.60%,-1806.854524089309,Currency
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Drop/Decrease,-30.70%,-1113354.1400000001,ARR
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Drop/Decrease,-67.11%,-243724.63999999996,ARR
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-47.26%,-95.0,Count
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),Increase,100.80%,6.048192771084338,Percentage
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,Drop/Decrease,-11.45%,-14.816666666666663,Days
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Drop/Decrease,-60.53%,-18319.7165,Currency
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Drop/Decrease,-29.87%,-195024.27000000008,ARR
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-36.00%,-36.0,Count
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,Increase,24.35%,15.325625000000002,Days
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Drop/Decrease,-54.66%,-213335.74,ARR
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,Increase,33.46%,25.1140350877193,Days
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Drop/Decrease,-52.14%,-10710.730175438595,Currency
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-26.95%,-139041.33000000007,ARR
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-36.15%,-47.0,Count
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Drop/Decrease,-13.99%,-6.2476135929744245,Percentage
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-26.23%,-107105.73000000004,ARR
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,Increase,48.91%,17.101921470342525,Days
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Increase,0.00%,100.0,Percentage
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-45.18%,-424793.4,ARR
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,Drop/Decrease,-50.34%,-75.0,Count
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Drop/Decrease,-77.30%,-406835.14999999997,ARR
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-30.72%,-47.0,Count
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-61.54%,-16.0,Count
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Drop/Decrease,-40.99%,-8297.339,Currency
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Increase,45.23%,582257.69,ARR
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-36.00%,-36.0,Count
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Drop/Decrease,-12.44%,-6.316976875352509,Percentage
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,Increase,15.16%,10.305625000000006,Days
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,Increase,69.70%,2938.1568312500003,Currency
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,76.70%,1172432.75,ARR
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Drop/Decrease,-36.89%,-103456.08999999997,ARR
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,# of Opps,Increase,40.94%,61.0,Count
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-37.93%,-11.0,Count
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),Drop/Decrease,-44.95%,-8.748801534036433,Percentage
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,Increase,15.45%,13.408045977011497,Days
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,Total ARR,Increase,66.19%,763807.1499999999,ARR
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-41.26%,-264800.65,ARR
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,# of Opps,Increase,38.43%,83.0,Count
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-33.60%,-42.0,Count
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Drop/Decrease,-34.21%,-19.985289027345104,Percentage
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,Drop/Decrease,-37.47%,-20.785253012048194,Days
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - New Business,Total ARR,Increase,65.74%,914859.2300000002,ARR
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - New Business,# of Opps,Increase,55.21%,106.0,Count
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,Increase,73.68%,22.090175438596493,Days
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Increase,0.00%,100.0,Percentage
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-46.02%,-439388.66000000015,ARR
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,Drop/Decrease,-38.72%,-46.75,Count
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Increase,14.12%,7.210451358852197,Percentage
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - New Business,Won ARR,Drop/Decrease,-71.79%,-304003.95749999996,ARR
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-31.28%,-48.25,Count
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-42.86%,-7.5,Count
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,Drop/Decrease,-10.06%,-12.820272435897436,Days
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Drop/Decrease,-52.59%,-13250.0105625,Currency
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Increase,25.01%,374061.10999999987,ARR
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-31.00%,-28.75,Count
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,Increase,30.06%,1653.5082667438273,Currency
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,72.32%,1133649.125,ARR
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,Won ARR,Drop/Decrease,-38.40%,-110306.89749999996,ARR
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,# of Opps,Increase,55.56%,75.0,Count
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-21.74%,-5.0,Count
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),Drop/Decrease,-40.85%,-7.399618684162702,Percentage
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,Increase,24.46%,19.687537810042343,Days
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Drop/Decrease,-25.02%,-3281.022587235326,Currency
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - Expansion,Total ARR,Increase,55.33%,683134.9149999998,ARR
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-23.25%,-114206.65000000008,ARR
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-31.12%,-37.5,Count
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Drop/Decrease,-20.84%,-10.116409170159955,Percentage
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,Drop/Decrease,-38.72%,-21.92057439520684,Days
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - New Business,Total ARR,Increase,32.77%,569348.9125000001,ARR
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-26.55%,-108911.75249999994,ARR
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,Increase,20.11%,8.719460702534747,Days
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Increase,300.00%,75.0,Percentage
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Self Service - Expansion,Avg Sales Cycle,Drop/Decrease,-81.25%,-4.333333333333333,Days
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Increase,89.28%,2199584.88,ARR
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-100.00%,-515387.98,ARR
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-74.0,Count
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-58.26771653543307,Percentage
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-6964.702432432432,Currency
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,193.66%,4866589.52,ARR
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Drop/Decrease,-100.00%,-119440.21,ARR
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Increase,126.42%,134.0,Count
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-100.00%,-10.0,Count
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-12.048192771084338,Percentage
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-11944.021,Currency
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Drop/Decrease,-48.23%,-901782.8999999999,ARR
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Drop/Decrease,-100.00%,-457832.93,ARR
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-60.48%,-127.0,Count
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-64.0,Count
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-44.44444444444444,Percentage
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-7153.63953125,Currency
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Drop/Decrease,-34.25%,-925008.6299999999,ARR
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Drop/Decrease,-100.00%,-176973.60000000003,ARR
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-50.95%,-107.0,Count
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-100.00%,-18.0,Count
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-10.714285714285714,Percentage
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-9831.866666666669,Currency
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - Expansion,Total ARR,Drop/Decrease,-54.27%,-1040659.0399999999,ARR
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-100.00%,-376915.26,ARR
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-66.22%,-198.0,Count
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-83.0,Count
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-38.425925925925924,Percentage
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-4541.147710843374,Currency
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-100.00%,-301285.84,ARR
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-57.05%,-170.0,Count
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-100.00%,-57.0,Count
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-23.456790123456788,Percentage
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-5285.7164912280705,Currency
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-100.0,Percentage
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Increase,29.15%,1052457.92,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-100.00%,-952861.1000000001,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-37.45%,-100.0,Count
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-130.0,Count
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-50.0,Percentage
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-7329.70076923077,Currency
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,174.18%,4688020.1,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Drop/Decrease,-100.00%,-245302.61000000002,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Increase,66.67%,96.0,Count
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-100.00%,-16.0,Count
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-11.11111111111111,Percentage
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-15331.413125000001,Currency
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Drop/Decrease,-38.22%,-598677.1799999999,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Drop/Decrease,-100.00%,-601870.9099999999,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-55.85%,-105.0,Count
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-90.0,Count
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-48.1283422459893,Percentage
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-6687.454555555554,Currency
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,55.51%,633991.29,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Drop/Decrease,-100.00%,-232677.13999999998,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-100.00%,-25.0,Count
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-23.809523809523807,Percentage
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-9307.085599999999,Currency
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,Total ARR,Drop/Decrease,-26.15%,-310608.43000000005,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-100.00%,-483923.02,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-62.03%,-165.0,Count
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-134.0,Count
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-51.34099616858238,Percentage
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-3611.3658208955226,Currency
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - New Business,Total ARR,Increase,25.24%,413739.72,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-100.00%,-401295.35000000003,ARR
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-49.21%,-124.0,Count
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-100.00%,-58.0,Count
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-23.015873015873016,Percentage
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-6918.885344827587,Currency
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-100.0,Percentage
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Self Service - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-914.7866666666667,Currency
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Increase,56.35%,1680717.7774999999,ARR
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-100.00%,-848578.29,ARR
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-27.47%,-63.25,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-102.0,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-50.842448278693105,Percentage
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-8264.438343117665,Currency
